,Date,Reporting_District_ID,Arrest_Count,Call_Count
0,2017-01-01,111,1,15.0
1,2017-01-01,121,1,1.0
2,2017-01-01,134,1,1.0
3,2017-01-01,153,3,10.0
4,2017-01-01,156,1,4.0
5,2017-01-01,158,1,4.0
6,2017-01-01,161,1,2.0
7,2017-01-01,174,1,2.0
8,2017-01-01,176,1,2.0
9,2017-01-01,191,1,1.0
10,2017-01-01,216,2,4.0
11,2017-01-01,248,1,7.0
12,2017-01-01,257,1,8.0
13,2017-01-01,266,1,2.0
14,2017-01-01,269,1,2.0
15,2017-01-01,275,1,2.0
16,2017-01-01,281,1,4.0
17,2017-01-01,314,1,4.0
18,2017-01-01,325,1,1.0
19,2017-01-01,333,1,8.0
20,2017-01-01,338,1,2.0
21,2017-01-01,355,1,4.0
22,2017-01-01,357,1,6.0
23,2017-01-01,362,1,16.0
24,2017-01-01,374,1,7.0
25,2017-01-01,378,1,
26,2017-01-01,397,2,4.0
27,2017-01-01,398,1,5.0
28,2017-01-01,402,3,3.0
29,2017-01-01,403,1,
30,2017-01-01,409,1,1.0
31,2017-01-01,427,1,2.0
32,2017-01-01,448,3,6.0
33,2017-01-01,451,1,
34,2017-01-01,462,2,1.0
35,2017-01-01,467,1,5.0
36,2017-01-01,488,1,
37,2017-01-01,509,1,4.0
38,2017-01-01,511,1,4.0
39,2017-01-01,513,1,2.0
40,2017-01-01,522,1,2.0
41,2017-01-01,529,1,4.0
42,2017-01-01,551,1,2.0
43,2017-01-01,555,1,2.0
44,2017-01-01,563,1,4.0
45,2017-01-01,584,1,1.0
46,2017-01-01,626,2,2.0
47,2017-01-01,632,1,8.0
48,2017-01-01,636,1,20.0
49,2017-01-01,637,2,5.0
50,2017-01-01,644,2,3.0
51,2017-01-01,645,2,23.0
52,2017-01-01,646,6,24.0
53,2017-01-01,647,2,7.0
54,2017-01-01,666,1,12.0
55,2017-01-01,668,1,8.0
56,2017-01-01,724,1,5.0
57,2017-01-01,758,1,3.0
58,2017-01-01,765,1,3.0
59,2017-01-01,784,1,5.0
60,2017-01-01,787,1,1.0
61,2017-01-01,822,1,2.0
62,2017-01-01,839,1,1.0
63,2017-01-01,892,4,1.0
64,2017-01-01,904,1,8.0
65,2017-01-01,909,2,6.0
66,2017-01-01,923,1,3.0
67,2017-01-01,933,1,2.0
68,2017-01-01,935,2,1.0
69,2017-01-01,939,1,2.0
70,2017-01-01,946,1,3.0
71,2017-01-01,963,1,5.0
72,2017-01-01,964,1,4.0
73,2017-01-01,1012,1,3.0
74,2017-01-01,1015,1,4.0
75,2017-01-01,1025,1,6.0
76,2017-01-01,1034,3,2.0
77,2017-01-01,1065,1,3.0
78,2017-01-01,1071,1,
79,2017-01-01,1113,1,3.0
80,2017-01-01,1118,2,2.0
81,2017-01-01,1123,1,2.0
82,2017-01-01,1136,2,1.0
83,2017-01-01,1144,4,2.0
84,2017-01-01,1145,1,4.0
85,2017-01-01,1147,3,3.0
86,2017-01-01,1157,1,
87,2017-01-01,1171,1,3.0
88,2017-01-01,1177,2,10.0
89,2017-01-01,1183,1,3.0
90,2017-01-01,1195,1,3.0
91,2017-01-01,1231,1,1.0
92,2017-01-01,1232,1,7.0
93,2017-01-01,1243,2,3.0
94,2017-01-01,1245,1,6.0
95,2017-01-01,1251,1,6.0
96,2017-01-01,1258,1,6.0
97,2017-01-01,1267,1,6.0
98,2017-01-01,1269,1,8.0
99,2017-01-01,1273,1,11.0
100,2017-01-01,1307,1,4.0
101,2017-01-01,1309,1,8.0
102,2017-01-01,1317,2,
103,2017-01-01,1342,1,2.0
104,2017-01-01,1347,1,11.0
105,2017-01-01,1352,1,12.0
106,2017-01-01,1361,1,12.0
107,2017-01-01,1362,1,7.0
108,2017-01-01,1364,1,6.0
109,2017-01-01,1365,1,3.0
110,2017-01-01,1367,1,11.0
111,2017-01-01,1375,1,2.0
112,2017-01-01,1377,1,3.0
113,2017-01-01,1407,1,4.0
114,2017-01-01,1408,1,
115,2017-01-01,1409,1,6.0
116,2017-01-01,1412,5,8.0
117,2017-01-01,1414,1,6.0
118,2017-01-01,1441,2,4.0
119,2017-01-01,1443,1,5.0
120,2017-01-01,1444,1,5.0
121,2017-01-01,1452,2,7.0
122,2017-01-01,1457,1,4.0
123,2017-01-01,1489,1,5.0
124,2017-01-01,1497,1,
125,2017-01-01,1498,1,
126,2017-01-01,1503,1,5.0
127,2017-01-01,1527,1,4.0
128,2017-01-01,1555,1,7.0
129,2017-01-01,1557,1,3.0
130,2017-01-01,1567,1,4.0
131,2017-01-01,1591,1,4.0
132,2017-01-01,1617,1,
133,2017-01-01,1658,1,
134,2017-01-01,1751,1,3.0
135,2017-01-01,1762,1,6.0
136,2017-01-01,1764,1,5.0
137,2017-01-01,1766,1,1.0
138,2017-01-01,1798,1,2.0
139,2017-01-01,1806,1,4.0
140,2017-01-01,1822,1,5.0
141,2017-01-01,1827,1,3.0
142,2017-01-01,1831,1,
143,2017-01-01,1841,2,7.0
144,2017-01-01,1842,1,6.0
145,2017-01-01,1844,1,11.0
146,2017-01-01,1846,1,
147,2017-01-01,1849,1,5.0
148,2017-01-01,1881,1,5.0
149,2017-01-01,1906,1,4.0
150,2017-01-01,1913,1,10.0
151,2017-01-01,1925,1,6.0
152,2017-01-01,1952,1,1.0
153,2017-01-01,1959,2,1.0
154,2017-01-01,1961,1,6.0
155,2017-01-01,1966,2,5.0
156,2017-01-01,1967,1,2.0
157,2017-01-01,1982,3,
158,2017-01-01,1984,1,4.0
159,2017-01-01,2016,1,2.0
160,2017-01-01,2019,1,4.0
161,2017-01-01,2021,1,2.0
162,2017-01-01,2026,1,11.0
163,2017-01-01,2034,1,3.0
164,2017-01-01,2054,2,1.0
165,2017-01-01,2056,1,7.0
166,2017-01-01,2069,2,5.0
167,2017-01-01,2115,3,1.0
168,2017-01-01,2136,1,9.0
169,2017-01-01,2138,1,3.0
170,2017-01-01,2139,1,6.0
171,2017-01-01,2144,1,3.0
172,2017-01-01,2148,2,3.0
173,2017-01-01,2156,1,3.0
174,2017-01-01,2157,1,7.0
175,2017-01-02,111,2,10.0
176,2017-01-02,132,1,2.0
177,2017-01-02,146,1,2.0
178,2017-01-02,148,1,
179,2017-01-02,157,1,7.0
180,2017-01-02,158,1,7.0
181,2017-01-02,163,1,3.0
182,2017-01-02,171,1,2.0
183,2017-01-02,176,5,4.0
184,2017-01-02,202,2,4.0
185,2017-01-02,212,2,
186,2017-01-02,218,1,3.0
187,2017-01-02,237,2,8.0
188,2017-01-02,251,1,7.0
189,2017-01-02,257,1,2.0
190,2017-01-02,266,3,2.0
191,2017-01-02,321,2,5.0
192,2017-01-02,325,1,
193,2017-01-02,332,1,3.0
194,2017-01-02,337,2,1.0
195,2017-01-02,341,1,5.0
196,2017-01-02,357,1,2.0
197,2017-01-02,361,1,6.0
198,2017-01-02,363,1,8.0
199,2017-01-02,374,2,3.0
200,2017-01-02,378,1,3.0
201,2017-01-02,395,1,1.0
202,2017-01-02,396,1,4.0
203,2017-01-02,408,1,2.0
204,2017-01-02,418,1,
205,2017-01-02,422,1,7.0
206,2017-01-02,427,1,3.0
207,2017-01-02,429,1,3.0
208,2017-01-02,456,1,
209,2017-01-02,463,1,2.0
210,2017-01-02,466,1,1.0
211,2017-01-02,473,2,5.0
212,2017-01-02,477,1,2.0
213,2017-01-02,488,1,1.0
214,2017-01-02,497,1,1.0
215,2017-01-02,513,3,2.0
216,2017-01-02,521,1,1.0
217,2017-01-02,524,1,3.0
218,2017-01-02,566,1,5.0
219,2017-01-02,644,1,10.0
220,2017-01-02,663,1,8.0
221,2017-01-02,665,1,
222,2017-01-02,666,1,10.0
223,2017-01-02,711,1,7.0
224,2017-01-02,726,1,1.0
225,2017-01-02,734,1,2.0
226,2017-01-02,758,1,2.0
227,2017-01-02,765,1,4.0
228,2017-01-02,769,1,3.0
229,2017-01-02,787,1,2.0
230,2017-01-02,801,1,1.0
231,2017-01-02,803,1,1.0
232,2017-01-02,859,1,6.0
233,2017-01-02,882,1,
234,2017-01-02,889,2,5.0
235,2017-01-02,898,1,4.0
236,2017-01-02,901,2,6.0
237,2017-01-02,911,1,3.0
238,2017-01-02,914,1,13.0
239,2017-01-02,915,2,3.0
240,2017-01-02,935,1,6.0
241,2017-01-02,946,2,3.0
242,2017-01-02,971,1,1.0
243,2017-01-02,1006,1,3.0
244,2017-01-02,1011,1,5.0
245,2017-01-02,1015,1,7.0
246,2017-01-02,1023,2,3.0
247,2017-01-02,1033,1,6.0
248,2017-01-02,1045,1,4.0
249,2017-01-02,1112,1,
250,2017-01-02,1123,1,3.0
251,2017-01-02,1141,1,3.0
252,2017-01-02,1147,1,1.0
253,2017-01-02,1151,1,8.0
254,2017-01-02,1162,2,10.0
255,2017-01-02,1179,1,1.0
256,2017-01-02,1184,1,
257,2017-01-02,1203,1,4.0
258,2017-01-02,1213,1,6.0
259,2017-01-02,1215,1,2.0
260,2017-01-02,1241,1,10.0
261,2017-01-02,1258,1,7.0
262,2017-01-02,1259,1,8.0
263,2017-01-02,1266,1,7.0
264,2017-01-02,1269,1,7.0
265,2017-01-02,1283,2,6.0
266,2017-01-02,1303,1,1.0
267,2017-01-02,1307,3,
268,2017-01-02,1331,1,5.0
269,2017-01-02,1343,1,3.0
270,2017-01-02,1351,1,3.0
271,2017-01-02,1361,1,4.0
272,2017-01-02,1362,1,4.0
273,2017-01-02,1372,1,3.0
274,2017-01-02,1391,1,3.0
275,2017-01-02,1403,1,3.0
276,2017-01-02,1412,1,5.0
277,2017-01-02,1431,2,12.0
278,2017-01-02,1452,1,4.0
279,2017-01-02,1457,1,5.0
280,2017-01-02,1487,1,2.0
281,2017-01-02,1494,1,3.0
282,2017-01-02,1504,1,2.0
283,2017-01-02,1519,2,4.0
284,2017-01-02,1525,1,7.0
285,2017-01-02,1527,1,2.0
286,2017-01-02,1529,1,3.0
287,2017-01-02,1547,1,3.0
288,2017-01-02,1553,1,1.0
289,2017-01-02,1585,1,2.0
290,2017-01-02,1651,2,1.0
291,2017-01-02,1661,1,1.0
292,2017-01-02,1677,1,2.0
293,2017-01-02,1701,7,6.0
294,2017-01-02,1722,1,3.0
295,2017-01-02,1729,3,1.0
296,2017-01-02,1735,1,3.0
297,2017-01-02,1751,1,
298,2017-01-02,1757,1,3.0
299,2017-01-02,1785,1,3.0
300,2017-01-02,1791,1,3.0
301,2017-01-02,1793,1,1.0
302,2017-01-02,1801,2,4.0
303,2017-01-02,1822,1,9.0
304,2017-01-02,1823,1,4.0
305,2017-01-02,1832,2,5.0
306,2017-01-02,1838,1,1.0
307,2017-01-02,1842,1,7.0
308,2017-01-02,1919,1,2.0
309,2017-01-02,1921,1,2.0
310,2017-01-02,1958,4,1.0
311,2017-01-02,1982,1,4.0
312,2017-01-02,1991,1,2.0
313,2017-01-02,2023,1,3.0
314,2017-01-02,2026,2,9.0
315,2017-01-02,2039,1,4.0
316,2017-01-02,2069,1,6.0
317,2017-01-02,2115,1,4.0
318,2017-01-02,2118,1,1.0
319,2017-01-02,2133,1,3.0
320,2017-01-02,2139,3,2.0
321,2017-01-02,2143,1,4.0
322,2017-01-02,2146,1,6.0
323,2017-01-02,2185,1,3.0
324,2017-01-03,100,1,
325,2017-01-03,111,4,9.0
326,2017-01-03,129,1,1.0
327,2017-01-03,134,1,1.0
328,2017-01-03,138,7,3.0
329,2017-01-03,148,2,2.0
330,2017-01-03,153,3,8.0
331,2017-01-03,155,1,4.0
332,2017-01-03,156,4,6.0
333,2017-01-03,157,1,5.0
334,2017-01-03,158,3,3.0
335,2017-01-03,165,1,
336,2017-01-03,176,3,4.0
337,2017-01-03,195,2,1.0
338,2017-01-03,205,1,3.0
339,2017-01-03,236,1,1.0
340,2017-01-03,245,5,4.0
341,2017-01-03,246,2,4.0
342,2017-01-03,251,1,6.0
343,2017-01-03,256,1,1.0
344,2017-01-03,265,2,4.0
345,2017-01-03,266,2,2.0
346,2017-01-03,292,1,1.0
347,2017-01-03,321,1,2.0
348,2017-01-03,326,1,5.0
349,2017-01-03,337,1,3.0
350,2017-01-03,357,1,4.0
351,2017-01-03,358,2,2.0
352,2017-01-03,373,1,3.0
353,2017-01-03,378,1,1.0
354,2017-01-03,379,1,5.0
355,2017-01-03,392,1,2.0
356,2017-01-03,399,1,3.0
357,2017-01-03,424,1,1.0
358,2017-01-03,453,1,2.0
359,2017-01-03,456,1,1.0
360,2017-01-03,464,2,1.0
361,2017-01-03,467,1,3.0
362,2017-01-03,491,1,2.0
363,2017-01-03,501,1,6.0
364,2017-01-03,504,1,4.0
365,2017-01-03,511,2,
366,2017-01-03,522,1,3.0
367,2017-01-03,523,1,
368,2017-01-03,526,1,5.0
369,2017-01-03,557,1,
370,2017-01-03,558,1,2.0
371,2017-01-03,563,2,5.0
372,2017-01-03,564,1,3.0
373,2017-01-03,565,1,3.0
374,2017-01-03,566,1,8.0
375,2017-01-03,567,5,2.0
376,2017-01-03,625,1,2.0
377,2017-01-03,628,1,
378,2017-01-03,636,4,6.0
379,2017-01-03,639,2,6.0
380,2017-01-03,642,2,6.0
381,2017-01-03,645,1,14.0
382,2017-01-03,646,2,12.0
383,2017-01-03,657,1,5.0
384,2017-01-03,659,1,4.0
385,2017-01-03,666,1,12.0
386,2017-01-03,667,1,3.0
387,2017-01-03,669,1,2.0
388,2017-01-03,678,1,9.0
389,2017-01-03,705,1,3.0
390,2017-01-03,723,1,9.0
391,2017-01-03,745,1,3.0
392,2017-01-03,765,1,8.0
393,2017-01-03,769,2,3.0
394,2017-01-03,783,2,5.0
395,2017-01-03,808,1,1.0
396,2017-01-03,822,1,2.0
397,2017-01-03,829,2,
398,2017-01-03,831,1,1.0
399,2017-01-03,853,3,7.0
400,2017-01-03,854,2,
401,2017-01-03,855,1,5.0
402,2017-01-03,871,1,2.0
403,2017-01-03,882,1,
404,2017-01-03,884,3,4.0
405,2017-01-03,889,2,3.0
406,2017-01-03,899,2,
407,2017-01-03,904,1,6.0
408,2017-01-03,915,1,7.0
409,2017-01-03,933,1,3.0
410,2017-01-03,935,8,2.0
411,2017-01-03,943,1,8.0
412,2017-01-03,952,1,5.0
413,2017-01-03,971,1,1.0
414,2017-01-03,1008,1,7.0
415,2017-01-03,1011,1,3.0
416,2017-01-03,1015,1,2.0
417,2017-01-03,1019,1,
418,2017-01-03,1021,1,2.0
419,2017-01-03,1025,2,2.0
420,2017-01-03,1034,3,3.0
421,2017-01-03,1065,1,6.0
422,2017-01-03,1075,1,3.0
423,2017-01-03,1077,1,1.0
424,2017-01-03,1079,1,3.0
425,2017-01-03,1088,1,4.0
426,2017-01-03,1124,2,1.0
427,2017-01-03,1125,1,1.0
428,2017-01-03,1153,1,
429,2017-01-03,1162,1,16.0
430,2017-01-03,1163,1,2.0
431,2017-01-03,1179,1,
432,2017-01-03,1203,1,7.0
433,2017-01-03,1232,1,6.0
434,2017-01-03,1243,2,3.0
435,2017-01-03,1249,4,3.0
436,2017-01-03,1257,1,2.0
437,2017-01-03,1258,1,6.0
438,2017-01-03,1267,3,6.0
439,2017-01-03,1269,2,7.0
440,2017-01-03,1303,1,4.0
441,2017-01-03,1307,2,2.0
442,2017-01-03,1309,2,6.0
443,2017-01-03,1322,1,2.0
444,2017-01-03,1323,2,1.0
445,2017-01-03,1333,1,3.0
446,2017-01-03,1346,1,3.0
447,2017-01-03,1347,1,3.0
448,2017-01-03,1351,1,
449,2017-01-03,1353,1,2.0
450,2017-01-03,1371,1,3.0
451,2017-01-03,1372,1,2.0
452,2017-01-03,1373,1,1.0
453,2017-01-03,1413,4,4.0
454,2017-01-03,1431,4,3.0
455,2017-01-03,1458,1,1.0
456,2017-01-03,1487,1,1.0
457,2017-01-03,1494,4,2.0
458,2017-01-03,1495,1,
459,2017-01-03,1503,2,6.0
460,2017-01-03,1504,1,4.0
461,2017-01-03,1506,1,2.0
462,2017-01-03,1515,1,4.0
463,2017-01-03,1529,1,1.0
464,2017-01-03,1532,1,5.0
465,2017-01-03,1547,1,1.0
466,2017-01-03,1559,1,
467,2017-01-03,1591,1,2.0
468,2017-01-03,1623,1,1.0
469,2017-01-03,1637,2,5.0
470,2017-01-03,1667,1,1.0
471,2017-01-03,1685,1,3.0
472,2017-01-03,1687,1,6.0
473,2017-01-03,1756,1,2.0
474,2017-01-03,1764,1,6.0
475,2017-01-03,1801,1,9.0
476,2017-01-03,1802,1,9.0
477,2017-01-03,1804,1,4.0
478,2017-01-03,1821,1,4.0
479,2017-01-03,1822,1,6.0
480,2017-01-03,1837,1,3.0
481,2017-01-03,1841,2,1.0
482,2017-01-03,1849,4,6.0
483,2017-01-03,1862,1,9.0
484,2017-01-03,1915,1,2.0
485,2017-01-03,1917,1,4.0
486,2017-01-03,1921,1,3.0
487,2017-01-03,1961,1,2.0
488,2017-01-03,1963,1,3.0
489,2017-01-03,1977,1,
490,2017-01-03,1981,1,6.0
491,2017-01-03,1988,1,2.0
492,2017-01-03,1993,1,4.0
493,2017-01-03,2026,1,5.0
494,2017-01-03,2029,1,5.0
495,2017-01-03,2038,1,3.0
496,2017-01-03,2039,1,1.0
497,2017-01-03,2062,1,3.0
498,2017-01-03,2079,1,2.0
499,2017-01-03,2107,1,3.0
500,2017-01-03,2128,1,3.0
501,2017-01-03,2133,1,3.0
502,2017-01-03,2138,2,7.0
503,2017-01-03,2143,1,3.0
504,2017-01-03,2156,1,7.0
505,2017-01-03,2158,1,5.0
506,2017-01-03,2177,1,2.0
507,2017-01-04,111,7,9.0
508,2017-01-04,127,5,1.0
509,2017-01-04,138,7,1.0
510,2017-01-04,146,1,
511,2017-01-04,148,1,4.0
512,2017-01-04,153,1,10.0
513,2017-01-04,154,5,4.0
514,2017-01-04,155,2,2.0
515,2017-01-04,156,2,9.0
516,2017-01-04,157,3,3.0
517,2017-01-04,158,1,4.0
518,2017-01-04,159,1,4.0
519,2017-01-04,161,1,4.0
520,2017-01-04,162,3,5.0
521,2017-01-04,164,2,4.0
522,2017-01-04,165,1,
523,2017-01-04,176,1,3.0
524,2017-01-04,192,2,11.0
525,2017-01-04,205,2,2.0
526,2017-01-04,221,1,2.0
527,2017-01-04,235,2,6.0
528,2017-01-04,237,1,5.0
529,2017-01-04,244,1,
530,2017-01-04,245,1,7.0
531,2017-01-04,251,1,7.0
532,2017-01-04,265,2,3.0
533,2017-01-04,319,1,3.0
534,2017-01-04,321,1,1.0
535,2017-01-04,326,1,2.0
536,2017-01-04,334,2,3.0
537,2017-01-04,337,1,2.0
538,2017-01-04,357,1,2.0
539,2017-01-04,376,1,6.0
540,2017-01-04,392,2,3.0
541,2017-01-04,395,1,
542,2017-01-04,397,1,6.0
543,2017-01-04,412,1,1.0
544,2017-01-04,414,1,1.0
545,2017-01-04,423,1,
546,2017-01-04,455,1,7.0
547,2017-01-04,468,1,1.0
548,2017-01-04,497,2,3.0
549,2017-01-04,499,1,1.0
550,2017-01-04,507,1,4.0
551,2017-01-04,509,2,3.0
552,2017-01-04,525,1,4.0
553,2017-01-04,526,3,8.0
554,2017-01-04,529,1,6.0
555,2017-01-04,564,2,2.0
556,2017-01-04,566,2,5.0
557,2017-01-04,628,2,2.0
558,2017-01-04,636,2,4.0
559,2017-01-04,637,2,6.0
560,2017-01-04,638,2,4.0
561,2017-01-04,639,3,5.0
562,2017-01-04,643,3,3.0
563,2017-01-04,646,4,9.0
564,2017-01-04,647,1,6.0
565,2017-01-04,649,2,2.0
566,2017-01-04,657,1,3.0
567,2017-01-04,663,1,9.0
568,2017-01-04,666,3,10.0
569,2017-01-04,667,1,3.0
570,2017-01-04,668,8,7.0
571,2017-01-04,713,1,4.0
572,2017-01-04,727,1,1.0
573,2017-01-04,745,1,5.0
574,2017-01-04,752,1,5.0
575,2017-01-04,773,1,1.0
576,2017-01-04,775,1,3.0
577,2017-01-04,783,1,2.0
578,2017-01-04,811,1,
579,2017-01-04,819,1,4.0
580,2017-01-04,833,1,1.0
581,2017-01-04,841,1,1.0
582,2017-01-04,842,2,2.0
583,2017-01-04,853,5,1.0
584,2017-01-04,871,1,
585,2017-01-04,889,1,5.0
586,2017-01-04,899,1,
587,2017-01-04,904,1,4.0
588,2017-01-04,914,1,4.0
589,2017-01-04,919,1,5.0
590,2017-01-04,926,2,2.0
591,2017-01-04,935,10,4.0
592,2017-01-04,969,1,1.0
593,2017-01-04,981,1,4.0
594,2017-01-04,1003,2,2.0
595,2017-01-04,1011,1,1.0
596,2017-01-04,1012,1,2.0
597,2017-01-04,1015,1,3.0
598,2017-01-04,1018,1,3.0
599,2017-01-04,1023,1,5.0
600,2017-01-04,1028,1,7.0
601,2017-01-04,1031,1,1.0
602,2017-01-04,1063,1,6.0
603,2017-01-04,1067,1,6.0
604,2017-01-04,1113,2,4.0
605,2017-01-04,1124,1,5.0
606,2017-01-04,1139,1,1.0
607,2017-01-04,1159,1,3.0
608,2017-01-04,1162,1,17.0
609,2017-01-04,1203,1,6.0
610,2017-01-04,1211,2,4.0
611,2017-01-04,1233,7,2.0
612,2017-01-04,1245,3,6.0
613,2017-01-04,1249,2,11.0
614,2017-01-04,1255,1,4.0
615,2017-01-04,1257,3,2.0
616,2017-01-04,1258,4,2.0
617,2017-01-04,1266,1,9.0
618,2017-01-04,1267,2,6.0
619,2017-01-04,1307,1,4.0
620,2017-01-04,1309,2,7.0
621,2017-01-04,1317,3,6.0
622,2017-01-04,1345,1,1.0
623,2017-01-04,1353,1,3.0
624,2017-01-04,1361,1,4.0
625,2017-01-04,1394,1,3.0
626,2017-01-04,1395,1,2.0
627,2017-01-04,1403,1,
628,2017-01-04,1407,1,2.0
629,2017-01-04,1412,4,3.0
630,2017-01-04,1413,2,3.0
631,2017-01-04,1415,1,4.0
632,2017-01-04,1431,2,10.0
633,2017-01-04,1443,1,7.0
634,2017-01-04,1457,2,3.0
635,2017-01-04,1458,1,1.0
636,2017-01-04,1501,1,
637,2017-01-04,1513,2,3.0
638,2017-01-04,1515,2,2.0
639,2017-01-04,1516,1,2.0
640,2017-01-04,1525,1,3.0
641,2017-01-04,1535,1,4.0
642,2017-01-04,1543,1,4.0
643,2017-01-04,1553,1,
644,2017-01-04,1563,1,1.0
645,2017-01-04,1591,1,5.0
646,2017-01-04,1599,2,2.0
647,2017-01-04,1621,1,4.0
648,2017-01-04,1622,1,3.0
649,2017-01-04,1633,2,2.0
650,2017-01-04,1653,1,
651,2017-01-04,1654,1,2.0
652,2017-01-04,1663,1,3.0
653,2017-01-04,1672,1,2.0
654,2017-01-04,1681,1,4.0
655,2017-01-04,1684,4,12.0
656,2017-01-04,1721,1,1.0
657,2017-01-04,1729,1,4.0
658,2017-01-04,1738,1,
659,2017-01-04,1761,1,3.0
660,2017-01-04,1777,1,1.0
661,2017-01-04,1788,1,1.0
662,2017-01-04,1799,1,3.0
663,2017-01-04,1802,1,5.0
664,2017-01-04,1806,1,2.0
665,2017-01-04,1821,2,6.0
666,2017-01-04,1822,1,6.0
667,2017-01-04,1823,2,6.0
668,2017-01-04,1826,5,7.0
669,2017-01-04,1841,1,3.0
670,2017-01-04,1844,1,2.0
671,2017-01-04,1846,1,1.0
672,2017-01-04,1863,2,3.0
673,2017-01-04,1918,1,2.0
674,2017-01-04,1931,1,2.0
675,2017-01-04,1934,1,2.0
676,2017-01-04,1958,1,1.0
677,2017-01-04,1961,1,6.0
678,2017-01-04,1977,1,2.0
679,2017-01-04,1981,1,8.0
680,2017-01-04,1985,1,4.0
681,2017-01-04,1989,1,1.0
682,2017-01-04,1998,1,2.0
683,2017-01-04,2001,1,
684,2017-01-04,2019,1,6.0
685,2017-01-04,2035,2,2.0
686,2017-01-04,2045,1,1.0
687,2017-01-04,2058,1,3.0
688,2017-01-04,2114,2,2.0
689,2017-01-04,2138,1,3.0
690,2017-01-04,2139,1,3.0
691,2017-01-04,2156,1,5.0
692,2017-01-04,2158,2,2.0
693,2017-01-04,2189,1,5.0
694,2017-01-05,111,4,8.0
695,2017-01-05,123,1,1.0
696,2017-01-05,127,2,1.0
697,2017-01-05,153,1,6.0
698,2017-01-05,156,1,4.0
699,2017-01-05,157,1,6.0
700,2017-01-05,158,1,1.0
701,2017-01-05,162,1,4.0
702,2017-01-05,164,1,3.0
703,2017-01-05,166,1,4.0
704,2017-01-05,176,1,3.0
705,2017-01-05,181,1,1.0
706,2017-01-05,182,1,5.0
707,2017-01-05,212,1,2.0
708,2017-01-05,217,1,1.0
709,2017-01-05,218,2,2.0
710,2017-01-05,235,1,6.0
711,2017-01-05,245,2,6.0
712,2017-01-05,246,1,3.0
713,2017-01-05,247,1,1.0
714,2017-01-05,256,2,8.0
715,2017-01-05,257,1,6.0
716,2017-01-05,261,1,6.0
717,2017-01-05,265,1,9.0
718,2017-01-05,269,1,1.0
719,2017-01-05,303,2,3.0
720,2017-01-05,315,2,4.0
721,2017-01-05,319,1,1.0
722,2017-01-05,333,1,2.0
723,2017-01-05,337,3,2.0
724,2017-01-05,353,1,1.0
725,2017-01-05,355,1,5.0
726,2017-01-05,357,3,2.0
727,2017-01-05,376,1,2.0
728,2017-01-05,395,3,2.0
729,2017-01-05,396,2,3.0
730,2017-01-05,397,1,6.0
731,2017-01-05,398,2,1.0
732,2017-01-05,415,2,
733,2017-01-05,424,1,1.0
734,2017-01-05,438,1,1.0
735,2017-01-05,456,1,3.0
736,2017-01-05,473,1,2.0
737,2017-01-05,497,1,4.0
738,2017-01-05,501,1,1.0
739,2017-01-05,517,1,1.0
740,2017-01-05,525,2,5.0
741,2017-01-05,526,1,2.0
742,2017-01-05,529,3,3.0
743,2017-01-05,557,1,3.0
744,2017-01-05,566,3,1.0
745,2017-01-05,567,1,
746,2017-01-05,583,1,1.0
747,2017-01-05,636,5,10.0
748,2017-01-05,637,3,2.0
749,2017-01-05,638,1,3.0
750,2017-01-05,644,1,6.0
751,2017-01-05,645,2,8.0
752,2017-01-05,646,1,8.0
753,2017-01-05,647,13,2.0
754,2017-01-05,648,1,7.0
755,2017-01-05,659,2,3.0
756,2017-01-05,666,3,12.0
757,2017-01-05,667,2,3.0
758,2017-01-05,668,4,4.0
759,2017-01-05,678,1,4.0
760,2017-01-05,679,2,
761,2017-01-05,702,1,1.0
762,2017-01-05,723,1,7.0
763,2017-01-05,775,1,4.0
764,2017-01-05,833,1,3.0
765,2017-01-05,842,2,5.0
766,2017-01-05,853,9,1.0
767,2017-01-05,854,1,1.0
768,2017-01-05,884,2,1.0
769,2017-01-05,898,1,5.0
770,2017-01-05,901,1,6.0
771,2017-01-05,905,1,2.0
772,2017-01-05,911,1,5.0
773,2017-01-05,914,1,5.0
774,2017-01-05,916,1,4.0
775,2017-01-05,926,1,6.0
776,2017-01-05,932,1,8.0
777,2017-01-05,935,3,3.0
778,2017-01-05,941,2,7.0
779,2017-01-05,952,2,3.0
780,2017-01-05,981,1,3.0
781,2017-01-05,1003,1,1.0
782,2017-01-05,1004,1,5.0
783,2017-01-05,1008,1,3.0
784,2017-01-05,1017,1,1.0
785,2017-01-05,1035,2,1.0
786,2017-01-05,1041,1,4.0
787,2017-01-05,1043,3,3.0
788,2017-01-05,1102,5,4.0
789,2017-01-05,1113,1,6.0
790,2017-01-05,1115,1,4.0
791,2017-01-05,1124,1,1.0
792,2017-01-05,1125,1,4.0
793,2017-01-05,1127,1,2.0
794,2017-01-05,1134,1,3.0
795,2017-01-05,1136,1,7.0
796,2017-01-05,1139,3,3.0
797,2017-01-05,1151,1,2.0
798,2017-01-05,1179,1,2.0
799,2017-01-05,1207,1,7.0
800,2017-01-05,1209,1,1.0
801,2017-01-05,1213,3,7.0
802,2017-01-05,1245,1,8.0
803,2017-01-05,1249,6,8.0
804,2017-01-05,1251,1,7.0
805,2017-01-05,1253,2,11.0
806,2017-01-05,1255,1,4.0
807,2017-01-05,1258,1,1.0
