,Reporting_District_ID,Year,Census_Tract_ID,Weighted_Avg_Median_Household_Income_Dollars,Weighted_Avg_Percent_White,Weighted_Avg_Percent_Black_African_American,Weighted_Avg_Percent_American_Indian_Alaska_Native,Weighted_Avg_Percent_Asian,Weighted_Avg_Percent_Native_Hawaiian_Other_Pacific_Islander,Weighted_Avg_Percent_Some_Other_Race,Weighted_Avg_Percent_Two_Or_More_Races,Weighted_Avg_Percent_Hispanic_Latino
0,101,2017,"[197300, 197600, 197700, 980010]",36777.61,15.6,4.56,1.31,42.52,0.17,0.0,2.72,33.11
1,101,2018,"[197300, 197600, 197700]",44768.04,17.25,2.93,1.75,43.69,0.0,0.0,3.5,30.88
2,101,2019,"[197300, 197600, 197700, 980010]",54756.93,22.76,3.0,2.21,42.68,0.0,0.0,4.06,25.29
3,101,2020,"[197300, 197600, 197700, 980010]",52272.88,22.31,2.04,1.92,44.07,0.0,0.0,4.94,24.72
4,101,2021,"[197300, 197600, 197700, 980010]",55570.89,20.46,1.83,1.94,41.67,0.0,0.79,3.65,29.67
5,101,2022,"[197300, 197600, 197700]",63128.0,21.57,1.98,0.0,43.86,0.0,0.58,3.17,28.84
6,105,2017,"[197700, 206010, 207103, 980010]",27652.85,7.89,2.68,0.0,31.72,0.0,0.0,1.14,56.56
7,105,2018,"[197700, 206010, 207103]",38749.36,8.85,0.21,0.0,38.19,0.0,0.0,1.02,51.72
8,105,2019,"[197700, 206010, 207103, 980010]",42037.27,7.78,1.1,0.01,36.89,0.0,0.0,0.45,53.78
9,105,2020,"[197700, 206010, 207103, 980010]",41399.55,11.0,1.89,0.01,31.99,0.0,0.0,0.37,54.75
10,105,2021,"[197700, 206010, 207103, 980010]",46258.6,11.23,2.12,0.01,31.25,0.0,0.21,0.46,54.73
11,105,2022,"[197700, 206010, 207103]",57666.23,11.37,1.1,0.0,38.77,0.0,0.11,0.41,48.24
12,109,2017,"[206010, 980010]",12265.82,30.35,2.26,0.0,21.27,0.0,0.0,0.02,46.09
13,109,2018,[206010],38734.0,8.83,0.2,0.0,38.17,0.0,0.0,1.01,51.79
14,109,2019,"[206010, 980010]",19644.13,24.9,1.05,0.0,38.9,0.0,0.0,0.01,35.14
15,109,2020,"[199002, 206010, 980010]",32283.72,11.77,0.87,0.0,24.52,0.82,0.0,0.01,62.0
16,109,2021,"[199002, 206010, 980010]",40517.23,11.05,0.06,0.0,23.11,0.89,0.0,4.48,60.41
17,109,2022,"[199002, 206010]",60069.88,13.04,1.25,0.0,35.73,0.0,0.08,0.51,49.4
18,111,2017,"[197600, 197700, 206010, 206020, 207101, 207102, 207103]",27877.73,7.96,7.06,1.11,71.09,0.0,0.0,0.51,12.27
19,111,2018,"[197600, 197700, 206010, 206020, 207101, 207102, 207103]",30593.39,9.63,7.14,0.78,65.87,0.0,0.0,0.87,15.7
20,111,2019,"[197600, 197700, 206010, 206020, 207101, 207102, 207103]",32860.05,10.19,7.71,1.08,62.7,0.0,0.0,2.33,15.98
21,111,2020,"[197600, 197700, 206010, 206020, 207101, 207102, 207103]",37932.46,10.07,7.43,0.05,63.08,0.0,0.0,3.21,16.16
22,111,2021,"[197600, 197700, 206010, 206020, 207101, 207102, 207103]",38642.14,10.99,4.98,0.51,60.48,0.0,0.7,4.29,18.05
23,111,2022,"[197600, 197700, 206010, 206020, 207101, 207103]",50149.92,14.03,8.6,0.8,56.41,0.0,1.22,6.62,12.31
24,112,2017,"[207101, 207102, 207400]",88900.83,15.7,14.54,0.04,7.87,0.36,0.0,2.46,59.02
25,112,2018,"[207101, 207102]",33961.61,11.95,9.09,0.69,58.31,0.0,0.0,0.87,19.09
26,112,2019,"[207101, 207102, 207400]",84560.9,14.95,25.04,0.73,13.84,0.31,0.0,1.78,43.35
27,112,2020,"[207101, 207102, 207400]",90679.12,16.39,21.17,0.6,18.33,0.3,0.0,1.54,41.67
28,112,2021,"[207101, 207102, 207400]",71439.5,19.35,14.41,0.49,24.72,0.0,0.07,1.38,39.57
29,112,2022,"[207101, 207400]",59645.56,21.54,14.99,0.83,27.34,0.0,0.07,1.42,33.81
30,118,2017,"[199700, 203500, 206010, 206020, 207102, 207103, 980010]",27791.81,7.83,2.73,0.02,33.19,0.01,0.0,1.1,55.11
31,118,2018,"[199700, 203500, 206010, 206020, 207102, 207103]",38513.21,8.84,0.4,0.01,39.18,0.01,0.0,1.02,50.53
32,118,2019,"[199700, 203500, 206010, 206020, 207102, 207103, 980010]",41843.83,7.81,1.22,0.01,37.93,0.01,0.0,0.47,52.56
33,118,2020,"[199700, 203500, 206010, 206020, 207102, 207103, 980010]",41320.62,10.91,2.05,0.01,33.2,0.0,0.01,0.39,53.44
34,118,2021,"[199700, 203500, 206010, 206020, 207102, 207103, 980010]",45977.11,11.14,2.26,0.01,32.46,0.0,0.21,0.5,53.42
35,118,2022,"[199700, 203500, 206010, 206020, 207103]",57281.69,11.3,1.29,0.0,39.5,0.0,0.12,0.46,47.33
36,119,2017,"[203500, 206010, 206020, 207102, 207103]",95287.67,18.72,32.01,0.47,3.55,0.72,0.8,1.66,42.07
37,119,2018,"[203500, 206010, 206020, 207102, 207103]",88152.09,17.78,32.78,0.6,4.24,0.6,0.97,1.94,41.09
38,119,2019,"[203500, 206010, 206020, 207102, 207103]",99474.44,18.32,30.5,0.6,4.63,0.54,0.65,1.83,42.95
39,119,2020,"[203500, 206010, 206020, 207102, 207103]",104538.3,16.72,33.7,0.43,4.27,0.42,0.66,1.93,41.85
40,119,2021,"[203500, 206010, 206020, 207102, 207103]",114889.85,16.67,33.08,0.18,4.31,0.41,1.28,2.51,41.55
41,119,2022,"[203500, 206010, 206020, 207103]",118107.14,16.73,33.4,0.14,3.96,0.22,1.37,2.69,41.49
42,121,2017,"[197600, 207101, 207400, 207501]",90398.89,15.91,14.65,0.0,6.45,0.37,0.0,2.51,60.11
43,121,2018,"[197600, 207101, 207501]",39610.77,14.83,9.35,0.02,54.15,0.0,0.05,1.49,20.11
44,121,2019,"[197600, 207101, 207400, 207501]",85831.28,15.08,25.41,0.7,12.8,0.32,0.0,1.78,43.9
45,121,2020,"[197600, 207101, 207400, 207501, 208001]",91499.06,16.63,21.08,0.59,17.63,0.3,0.06,1.54,42.17
46,121,2021,"[197600, 207101, 207400, 207501, 208001]",72526.07,19.53,14.42,0.48,23.92,0.0,0.06,1.43,40.17
47,121,2022,"[197600, 207101, 207400, 207501, 208001]",60408.48,21.37,14.86,0.81,27.22,0.0,0.06,1.52,34.17
48,122,2017,"[207400, 207501]",91691.76,15.97,14.83,0.0,5.18,0.38,0.0,2.54,61.11
49,122,2018,[207501],64206.0,29.09,12.92,0.0,28.24,0.0,0.0,7.06,22.69
50,122,2019,"[207400, 207501]",86987.91,15.08,25.72,0.71,11.83,0.32,0.0,1.69,44.63
51,122,2020,"[207400, 207501]",93026.19,16.61,21.67,0.63,16.55,0.31,0.0,1.38,42.85
52,122,2021,"[207400, 207501]",72758.3,19.66,14.75,0.47,23.38,0.0,0.0,1.13,40.62
53,122,2022,"[207400, 207501]",59721.16,21.62,15.01,0.81,26.93,0.0,0.0,1.1,34.53
54,123,2017,"[207400, 207502]",91705.0,15.96,14.84,0.0,5.16,0.38,0.0,2.54,61.13
55,123,2018,[207502],,,,,,,,,
56,123,2019,"[207400, 207502]",87000.0,15.07,25.73,0.71,11.83,0.32,0.0,1.69,44.64
57,123,2020,"[207305, 207400, 207502]",93033.33,16.61,21.68,0.63,16.54,0.31,0.0,1.38,42.86
58,123,2021,"[207305, 207400, 207502]",72751.23,19.66,14.75,0.47,23.37,0.0,0.0,1.13,40.62
59,123,2022,"[207305, 207400, 207502]",59703.96,21.62,15.02,0.81,26.92,0.0,0.0,1.1,34.53
60,124,2017,[207400],91705.0,15.96,14.84,0.0,5.16,0.38,0.0,2.54,61.13
61,124,2019,[207400],87000.0,15.07,25.73,0.71,11.83,0.32,0.0,1.69,44.64
62,124,2020,"[206201, 207400]",93009.43,16.61,21.68,0.63,16.55,0.31,0.0,1.38,42.85
63,124,2021,"[206201, 207400]",72735.48,19.65,14.75,0.47,23.38,0.0,0.0,1.13,40.61
64,124,2022,"[206201, 207400]",59696.41,21.62,15.02,0.81,26.93,0.0,0.0,1.1,34.52
65,127,2017,"[206020, 207102, 207400]",90814.89,15.83,14.79,0.03,6.0,0.37,0.0,2.5,60.48
66,127,2018,"[206020, 207102]",28747.56,8.64,9.23,1.73,60.85,0.02,0.04,0.08,19.41
67,127,2019,"[206020, 207102, 207400]",86269.45,14.99,25.5,0.74,12.42,0.32,0.0,1.68,44.36
68,127,2020,"[206020, 206052, 206201, 206202, 207102, 207400]",92170.67,16.6,21.31,0.62,17.46,0.32,0.0,1.41,42.28
69,127,2021,"[206020, 206052, 206201, 206202, 207102, 207400]",72475.12,19.59,14.49,0.46,24.04,0.02,0.0,1.24,40.15
70,127,2022,"[206020, 206052, 206201, 206202, 207400]",60151.54,21.66,14.92,0.81,27.15,0.03,0.01,1.16,34.26
71,128,2017,[207400],91705.0,15.96,14.84,0.0,5.16,0.38,0.0,2.54,61.13
72,128,2019,[207400],87000.0,15.07,25.73,0.71,11.83,0.32,0.0,1.69,44.64
73,128,2020,"[206052, 206201, 206202, 207400]",18233.29,16.88,18.39,0.83,52.05,0.01,0.04,3.11,8.7
74,128,2021,"[206052, 206201, 206202, 207400]",24721.38,17.42,18.24,0.0,46.85,0.01,0.05,3.51,13.91
75,128,2022,"[206052, 206201, 206202, 207400]",27663.82,22.38,13.25,1.75,47.28,0.02,0.1,2.72,12.52
76,129,2017,"[206020, 207400]",96691.91,18.96,32.4,0.44,2.43,0.74,0.81,1.69,42.54
77,129,2018,[206020],89333.0,17.97,33.31,0.59,3.18,0.61,0.99,1.97,41.37
78,129,2019,"[206020, 207400]",100734.39,18.5,30.97,0.57,3.71,0.55,0.66,1.85,43.2
79,129,2020,"[206020, 206052, 206053, 206054, 206202, 207400]",98398.38,26.18,8.01,0.86,41.2,1.01,0.01,2.45,20.29
80,129,2021,"[206020, 206052, 206053, 206054, 206202, 207400]",102461.56,26.11,5.57,0.0,41.11,1.74,0.03,7.24,18.2
81,129,2022,"[206020, 206052, 206053, 206054, 206202, 207400]",102813.73,25.35,6.25,0.0,43.86,2.42,0.92,6.37,14.83
82,131,2017,"[207400, 207501, 207502]",62587.97,30.81,7.56,0.0,39.0,0.0,0.0,4.98,17.65
83,131,2018,"[207501, 207502]",63912.86,29.04,12.91,0.0,28.44,0.0,0.0,7.04,22.58
84,131,2019,"[207400, 207501, 207502]",60402.21,28.67,11.46,0.0,31.56,0.0,0.0,6.98,21.33
85,131,2020,"[207400, 207501, 207502, 208001, 209202]",71356.33,28.81,10.61,0.0,29.08,0.0,0.05,4.27,27.18
86,131,2021,"[207400, 207501, 207502, 208001, 209202]",90123.1,33.5,9.27,0.0,27.89,0.0,0.0,3.33,26.01
87,131,2022,"[207400, 207501, 207502, 208001, 209202]",98412.26,25.71,8.53,0.0,29.85,0.0,0.0,3.24,32.66
88,132,2017,"[207400, 207501, 207502]",53086.04,25.51,8.94,0.0,37.05,0.1,0.0,4.42,23.98
89,132,2018,"[207501, 207502]",38544.42,25.37,11.51,0.0,45.45,0.0,0.0,5.09,12.59
90,132,2019,"[207400, 207501, 207502]",50647.8,22.73,14.71,0.2,37.29,0.09,0.0,3.49,21.48
91,132,2020,"[207400, 207501, 207502]",55474.21,22.58,13.07,0.17,39.09,0.09,0.0,2.64,22.36
92,132,2021,"[207400, 207501, 207502]",55909.77,26.69,9.6,0.13,38.13,0.0,0.0,3.16,22.29
93,132,2022,"[207400, 207501, 207502]",55251.89,24.6,10.51,0.23,36.97,0.0,0.0,3.45,24.25
94,133,2017,"[207400, 207502]",34335.31,25.54,7.78,0.0,46.61,0.08,0.0,4.71,15.28
95,133,2018,[207502],19380.0,22.59,10.45,0.0,58.3,0.0,0.0,3.61,5.05
96,133,2019,"[207400, 207502]",32509.15,21.74,12.96,0.15,49.32,0.07,0.0,2.0,13.77
97,133,2020,"[207305, 207400, 207502]",72129.62,46.07,7.2,0.0,1.82,0.0,0.0,7.26,37.64
98,133,2021,"[207305, 207400, 207502]",82049.92,69.23,2.26,0.0,0.25,0.0,0.0,7.1,21.16
99,133,2022,"[207305, 207400, 207502]",66984.69,62.49,6.3,0.0,2.6,0.0,0.0,3.9,24.7
100,134,2017,[207502],19685.0,27.98,5.98,0.0,57.2,0.0,0.0,5.27,3.57
101,134,2018,[207502],19380.0,22.59,10.45,0.0,58.3,0.0,0.0,3.61,5.05
102,134,2019,[207502],18594.0,23.44,9.7,0.0,58.9,0.0,0.0,2.08,5.89
103,134,2020,"[207305, 207306, 207502]",71843.33,45.99,7.22,0.0,2.06,0.0,0.0,7.24,37.49
104,134,2021,"[207305, 207306, 207502]",81747.67,69.06,2.29,0.0,0.47,0.0,0.0,7.09,21.09
105,134,2022,"[207305, 207306, 207502]",66771.0,62.36,6.32,0.0,2.79,0.0,0.0,3.91,24.62
106,135,2017,[207400],91705.0,15.96,14.84,0.0,5.16,0.38,0.0,2.54,61.13
107,135,2019,[207400],87000.0,15.07,25.73,0.71,11.83,0.32,0.0,1.69,44.64
108,135,2020,"[206201, 207305, 207306, 207400]",38550.64,36.48,25.91,0.0,8.55,0.0,1.81,5.46,21.78
109,135,2021,"[206201, 207305, 207306, 207400]",41871.21,39.34,20.91,0.0,13.82,0.0,1.76,3.99,20.18
110,135,2022,"[206201, 207305, 207306, 207400]",45413.56,40.47,18.14,0.0,17.67,0.0,1.79,6.95,14.98
111,138,2017,[207400],91705.0,15.96,14.84,0.0,5.16,0.38,0.0,2.54,61.13
112,138,2019,[207400],87000.0,15.07,25.73,0.71,11.83,0.32,0.0,1.69,44.64
113,138,2020,"[206051, 206052, 206201, 206202, 206303, 207306, 207400]",21827.48,18.29,18.63,0.7,48.3,0.0,0.07,3.47,10.54
114,138,2021,"[206051, 206052, 206201, 206202, 207306, 207400]",27922.51,18.19,18.17,0.0,45.6,0.0,0.1,3.8,14.14
115,138,2022,"[206051, 206052, 206201, 206202, 206303, 207306, 207400]",30925.67,22.43,13.68,1.41,46.12,0.0,0.16,3.05,13.15
116,139,2017,[206050],22121.0,6.28,3.67,0.28,10.28,0.0,0.55,1.1,77.84
117,139,2018,[206050],23007.0,6.32,5.57,0.3,9.1,0.0,0.65,0.95,77.11
118,139,2019,[206050],23380.0,6.35,4.23,0.25,7.78,0.0,0.64,1.13,79.62
119,139,2020,"[206050, 206051, 206052, 206053]",97179.95,26.25,7.41,0.88,41.53,0.99,0.04,2.44,20.46
120,139,2021,"[206050, 206051, 206052, 206053]",100955.92,26.22,5.01,0.02,41.39,1.74,0.04,7.25,18.34
121,139,2022,"[206050, 206051, 206052, 206053]",101576.37,25.39,5.66,0.0,44.1,2.43,0.93,6.35,15.14
122,141,2017,[207502],19685.0,27.98,5.98,0.0,57.2,0.0,0.0,5.27,3.57
123,141,2018,[207502],19380.0,22.59,10.45,0.0,58.3,0.0,0.0,3.61,5.05
124,141,2019,[207502],18594.0,23.44,9.7,0.0,58.9,0.0,0.0,2.08,5.89
125,141,2020,"[207502, 207711, 209202]",19265.26,21.25,8.92,0.0,59.48,0.0,0.0,2.46,7.89
126,141,2021,"[207502, 207711, 209202]",19600.6,25.3,6.56,0.0,53.54,0.0,0.0,4.95,9.65
127,141,2022,"[207502, 207711, 209202]",20678.45,24.84,9.08,0.0,47.08,0.0,0.0,5.02,13.97
128,142,2017,[207502],19685.0,27.98,5.98,0.0,57.2,0.0,0.0,5.27,3.57
129,142,2018,[207502],19380.0,22.59,10.45,0.0,58.3,0.0,0.0,3.61,5.05
130,142,2019,[207502],18594.0,23.44,9.7,0.0,58.9,0.0,0.0,2.08,5.89
131,142,2020,"[207305, 207502, 207712]",18072.26,21.76,9.02,0.0,61.89,0.0,0.0,2.25,5.07
132,142,2021,"[207305, 207502, 207712]",18497.54,26.07,6.3,0.0,55.76,0.0,0.0,4.46,7.41
133,142,2022,"[207305, 207502, 207712]",19413.36,25.62,8.98,0.0,49.06,0.0,0.0,5.25,11.08
134,143,2017,[207502],19685.0,27.98,5.98,0.0,57.2,0.0,0.0,5.27,3.57
135,143,2018,[207502],19380.0,22.59,10.45,0.0,58.3,0.0,0.0,3.61,5.05
136,143,2019,[207502],18594.0,23.44,9.7,0.0,58.9,0.0,0.0,2.08,5.89
137,143,2020,"[207305, 207306, 207502]",72208.17,46.15,7.19,0.0,1.69,0.0,0.0,7.27,37.7
138,143,2021,"[207305, 207306, 207502]",82177.52,69.36,2.25,0.0,0.12,0.0,0.0,7.11,21.17
139,143,2022,"[207305, 207306, 207502]",67083.08,62.61,6.29,0.0,2.49,0.0,0.0,3.9,24.72
140,144,2020,"[207305, 207306]",38358.48,36.57,25.95,0.0,8.47,0.0,1.82,5.48,21.71
141,144,2021,"[207305, 207306]",41749.87,39.43,20.95,0.0,13.73,0.0,1.77,4.0,20.12
142,144,2022,"[207305, 207306]",45355.37,40.56,18.16,0.0,17.59,0.0,1.79,6.98,14.91
143,145,2020,"[206201, 206301, 207306, 207307]",38260.69,36.49,25.98,0.0,8.58,0.0,1.82,5.47,21.66
144,145,2021,"[206201, 206301, 207306, 207307]",41638.62,39.29,21.0,0.0,13.84,0.01,1.76,4.0,20.11
145,145,2022,"[206201, 206301, 207306, 207307]",45270.65,40.42,18.21,0.0,17.69,0.01,1.79,6.97,14.91
146,146,2020,"[206201, 206301, 207306]",38497.07,24.19,19.57,0.18,32.65,0.01,0.19,4.91,18.3
147,146,2021,"[206201, 206301, 207306]",42765.87,21.44,17.86,0.0,40.15,0.0,0.28,5.06,15.22
148,146,2022,"[206201, 206301, 207306]",45909.63,22.62,15.51,0.0,41.12,0.0,0.45,4.5,15.79
149,147,2020,"[206201, 206202, 206301, 206302, 206303]",38703.65,24.11,19.35,0.19,32.92,0.0,0.19,4.92,18.33
150,147,2021,"[206201, 206202, 206301, 206302]",43009.75,21.38,17.61,0.0,40.48,0.0,0.28,5.06,15.19
151,147,2022,"[206201, 206202, 206301, 206302, 206303]",46154.36,22.57,15.25,0.0,41.47,0.0,0.45,4.49,15.76
152,148,2020,"[206201, 206202, 206303]",12367.44,15.07,18.46,0.99,56.44,0.0,0.01,2.67,6.35
153,148,2021,"[206201, 206202]",19485.73,16.38,18.54,0.0,48.43,0.0,0.0,3.1,13.54
154,148,2022,"[206201, 206202, 206303]",22345.66,22.28,13.06,2.18,48.39,0.0,0.01,2.26,11.81
155,151,2017,[207502],19685.0,27.98,5.98,0.0,57.2,0.0,0.0,5.27,3.57
156,151,2018,[207502],19380.0,22.59,10.45,0.0,58.3,0.0,0.0,3.61,5.05
157,151,2019,[207502],18594.0,23.44,9.7,0.0,58.9,0.0,0.0,2.08,5.89
158,151,2020,"[207502, 207711, 209201, 209202]",119576.42,47.05,9.97,0.0,23.86,0.17,0.92,0.74,17.3
159,151,2021,"[207502, 207711, 209201, 209202]",137196.66,49.5,8.38,0.0,30.31,0.21,0.99,0.22,10.39
160,151,2022,"[207502, 207711, 209201, 209202]",160867.38,40.97,12.31,0.0,33.76,0.0,0.82,0.68,11.46
161,152,2017,[207502],19685.0,27.98,5.98,0.0,57.2,0.0,0.0,5.27,3.57
162,152,2018,[207502],19380.0,22.59,10.45,0.0,58.3,0.0,0.0,3.61,5.05
163,152,2019,[207502],18594.0,23.44,9.7,0.0,58.9,0.0,0.0,2.08,5.89
164,152,2020,"[207305, 207502, 207711, 207712]",76983.85,26.47,11.92,0.0,44.66,0.0,0.0,3.97,12.98
165,152,2021,"[207305, 207502, 207711, 207712]",83756.5,23.02,12.85,0.0,39.52,0.0,0.0,3.67,20.93
166,152,2022,"[207305, 207502, 207711, 207712]",85655.2,18.54,14.6,0.0,42.03,0.0,0.07,3.24,21.52
167,153,2020,"[207303, 207304, 207305, 207307, 207308, 207712]",42325.35,33.55,17.16,0.0,6.72,0.0,3.51,7.08,31.99
168,153,2021,"[207303, 207304, 207305, 207307, 207308, 207712]",47496.26,44.08,11.64,0.0,4.96,0.01,1.57,8.94,28.8
169,153,2022,"[207303, 207304, 207305, 207307, 207308, 207712]",40324.17,38.08,14.38,0.0,5.58,0.0,0.35,7.04,34.57
170,154,2020,"[206301, 207304, 207305, 207306, 207307, 207308]",12384.74,25.54,38.17,0.0,14.01,0.0,1.2,5.13,15.96
171,154,2021,"[206301, 207304, 207305, 207306, 207307, 207308]",12063.89,22.45,36.1,0.0,8.29,4.36,1.16,3.43,24.21
172,154,2022,"[206301, 207304, 207305, 207306, 207307, 207308]",15054.67,21.46,38.5,0.0,10.48,3.55,0.01,4.92,21.08
173,155,2020,"[206301, 207307]",11155.19,32.02,47.44,0.0,1.36,0.48,0.16,4.02,14.52
174,155,2021,"[206301, 207307]",10958.92,26.38,49.01,0.0,1.94,0.01,0.22,4.62,17.82
175,155,2022,"[206301, 207307]",13740.33,26.2,48.36,0.37,0.39,0.01,0.19,4.45,20.02
176,156,2020,"[206301, 206302, 206303]",8973.94,26.86,49.24,1.88,0.98,0.22,0.07,4.48,16.28
177,156,2021,"[206301, 206302]",9993.6,24.32,48.15,1.36,1.71,0.0,0.1,5.97,18.4
178,156,2022,"[206301, 206302, 206303]",11367.33,23.61,45.97,1.52,1.09,0.0,0.09,5.85,21.87
179,157,2020,"[206202, 206302, 206303]",4923.2,19.0,46.74,2.51,5.71,0.0,1.0,1.71,23.32
180,157,2021,"[206202, 206302]",15296.79,18.89,30.19,1.0,29.52,0.0,0.0,4.71,15.69
181,157,2022,"[206202, 206302, 206303]",11364.61,19.59,44.6,1.09,2.71,0.0,0.8,3.56,27.66
182,158,2017,[226002],27750.0,27.73,12.56,0.0,5.26,0.0,0.83,5.98,47.65
183,158,2018,[226002],27632.0,31.93,12.2,0.0,7.13,0.0,0.0,6.21,42.53
184,158,2019,[226002],37643.0,33.46,11.43,0.0,8.3,0.0,0.0,3.24,43.57
185,158,2020,"[206051, 206202, 206303, 226002]",5394.02,19.17,46.54,2.5,5.73,0.0,1.0,1.72,23.34
186,158,2021,"[206051, 206202, 226002]",103191.19,48.91,3.32,0.0,15.75,0.0,0.04,3.36,28.62
187,158,2022,"[206051, 206202, 206303, 226002]",11843.92,19.74,44.41,1.08,2.74,0.0,0.8,3.56,27.66
188,159,2017,[206050],22121.0,6.28,3.67,0.28,10.28,0.0,0.55,1.1,77.84
189,159,2018,[206050],23007.0,6.32,5.57,0.3,9.1,0.0,0.65,0.95,77.11
190,159,2019,[206050],23380.0,6.35,4.23,0.25,7.78,0.0,0.64,1.13,79.62
191,159,2020,"[206050, 206051, 206052, 206053, 206202, 206303]",118283.0,57.75,2.04,0.0,12.72,0.0,0.01,3.53,23.95
192,159,2021,"[206050, 206051, 206052, 206053, 206202]",122819.53,55.6,0.03,0.0,14.09,0.0,0.01,2.81,27.45
193,159,2022,"[206050, 206051, 206052, 206053, 206202, 206303]",126871.19,55.67,2.93,0.02,11.78,0.0,2.32,3.35,23.93
194,161,2017,"[209300, 210010]",24684.89,12.18,6.47,0.36,9.44,0.0,0.0,1.54,70.01
195,161,2018,"[209300, 210010]",27972.32,9.54,5.59,0.19,11.98,0.0,0.0,1.66,71.04
196,161,2019,"[209300, 210010]",30093.34,6.96,6.18,0.0,11.14,0.0,0.0,1.86,73.87
197,161,2020,"[207711, 209201, 209300, 210010]",119733.22,47.2,9.68,0.0,23.14,0.0,0.94,0.57,18.46
198,161,2021,"[207711, 209201, 209300, 210010]",138443.95,49.91,8.05,0.0,29.81,0.0,0.99,0.04,11.2
199,161,2022,"[207711, 209201, 209300, 210010]",162812.6,40.95,11.98,0.0,33.4,0.0,0.81,0.6,12.27
200,162,2020,"[207711, 207712, 207901, 207902]",94951.97,35.08,11.03,0.0,36.1,0.0,0.39,2.6,14.79
201,162,2021,"[207711, 207712, 207901, 207902]",106656.98,34.1,10.92,0.0,35.73,0.0,0.4,2.2,16.64
202,162,2022,"[207711, 207712, 207901, 207902]",117732.72,27.74,13.56,0.0,38.73,0.0,0.37,2.16,17.44
203,163,2020,"[207303, 207712, 207902]",39592.6,38.49,19.25,0.0,16.45,0.0,0.0,3.9,21.92
204,163,2021,"[207303, 207712, 207902]",36364.58,36.91,17.42,0.49,18.2,0.0,0.0,5.13,21.86
205,163,2022,"[207303, 207712, 207902]",31493.09,33.7,14.26,0.46,20.78,0.0,0.37,4.7,25.73
206,164,2020,"[206301, 207303, 207304, 207307, 207308]",92346.75,55.16,5.99,0.0,17.18,0.0,1.89,6.71,13.07
207,164,2021,"[206301, 207303, 207304, 207307, 207308]",96145.3,50.55,11.95,0.0,20.6,0.03,0.94,2.21,13.73
208,164,2022,"[206301, 207303, 207304, 207307, 207308]",96272.52,58.57,9.81,0.0,17.5,0.02,1.64,0.54,11.92
209,165,2017,[226002],27750.0,27.73,12.56,0.0,5.26,0.0,0.83,5.98,47.65
210,165,2018,[226002],27632.0,31.93,12.2,0.0,7.13,0.0,0.0,6.21,42.53
211,165,2019,[226002],37643.0,33.46,11.43,0.0,8.3,0.0,0.0,3.24,43.57
212,165,2020,"[206301, 207303, 207308, 226002]",11611.37,32.11,47.11,0.0,1.44,0.48,0.17,4.02,14.68
213,165,2021,"[206301, 207303, 207308, 226002]",11439.56,26.49,48.7,0.0,2.03,0.0,0.22,4.62,17.94
214,165,2022,"[206301, 207303, 207308, 226002]",14217.48,26.33,48.05,0.37,0.5,0.0,0.19,4.45,20.11
215,166,2017,[226002],27750.0,27.73,12.56,0.0,5.26,0.0,0.83,5.98,47.65
216,166,2018,[226002],27632.0,31.93,12.2,0.0,7.13,0.0,0.0,6.21,42.53
217,166,2019,[226002],37643.0,33.46,11.43,0.0,8.3,0.0,0.0,3.24,43.57
218,166,2020,"[206301, 206302, 206303, 226002]",9379.17,27.73,48.83,1.54,1.1,0.26,0.1,4.37,16.07
219,166,2021,"[206301, 206302, 226002]",10217.41,24.7,48.26,1.1,1.76,0.0,0.12,5.72,18.33
220,166,2022,"[206301, 206302, 206303, 226002]",11850.36,24.05,46.35,1.31,0.99,0.0,0.11,5.57,21.62
221,171,2017,[210010],25755.0,1.81,1.72,0.0,12.77,0.0,0.0,0.0,83.7
222,171,2018,[210010],28359.0,1.54,1.37,0.0,12.42,0.0,0.0,0.0,84.67
223,171,2019,[210010],31712.0,1.88,1.35,0.0,11.12,0.0,0.0,0.0,85.65
224,171,2020,"[207711, 210010]",120037.88,47.25,9.57,0.0,23.2,0.0,0.95,0.55,18.48
225,171,2021,"[207711, 210010]",138836.97,50.03,7.89,0.02,29.86,0.0,0.99,0.0,11.2
226,171,2022,"[207711, 210010]",163279.78,41.02,11.8,0.02,33.48,0.0,0.81,0.54,12.33
227,174,2020,"[207303, 207902]",39187.24,38.58,19.33,0.0,16.25,0.0,0.0,3.89,21.95
228,174,2021,"[207303, 207902]",35890.19,37.01,17.47,0.49,18.04,0.0,0.0,5.13,21.86
229,174,2022,"[207303, 207902]",30957.65,33.8,14.28,0.46,20.63,0.0,0.38,4.69,25.76
230,176,2017,[226002],27750.0,27.73,12.56,0.0,5.26,0.0,0.83,5.98,47.65
231,176,2018,[226002],27632.0,31.93,12.2,0.0,7.13,0.0,0.0,6.21,42.53
232,176,2019,[226002],37643.0,33.46,11.43,0.0,8.3,0.0,0.0,3.24,43.57
233,176,2020,"[206302, 206303, 207303, 207902, 226002]",37158.33,28.95,12.04,0.0,8.1,0.0,0.24,2.92,47.74
234,176,2021,"[206302, 207303, 207902, 226002]",38581.49,27.11,12.87,0.0,8.75,0.0,0.26,6.01,44.99
235,176,2022,"[206302, 206303, 207303, 207902, 226002]",42820.78,24.76,13.78,0.0,11.55,0.0,0.26,6.48,43.18
236,181,2017,"[210010, 224010]",25755.0,1.81,1.72,0.0,12.77,0.0,0.0,0.0,83.7
