,Reporting_District_ID,Year,Census_Tract_ID,Weighted_Avg_Median_Household_Income_Dollars,Weighted_Avg_Percent_White,Weighted_Avg_Percent_Black_African_American,Weighted_Avg_Percent_American_Indian_Alaska_Native,Weighted_Avg_Percent_Asian,Weighted_Avg_Percent_Native_Hawaiian_Other_Pacific_Islander,Weighted_Avg_Percent_Some_Other_Race,Weighted_Avg_Percent_Two_Or_More_Races,Weighted_Avg_Percent_Hispanic_Latino
814,378,2022,"[222600, 231100, 231220, 231710]",33459.75,2.05,20.01,0.0,10.61,0.0,0.3,2.71,64.32
815,379,2017,"[222600, 231210, 231220, 231710]",25511.91,4.74,17.06,0.0,3.5,0.0,0.65,0.43,73.61
816,379,2018,"[222600, 231210, 231220, 231710]",28108.0,5.19,21.71,0.0,5.0,0.0,0.0,0.43,67.67
817,379,2019,"[222600, 231210, 231220, 231710]",29738.1,1.74,22.72,0.0,5.99,0.0,0.0,1.06,68.49
818,379,2020,"[222600, 231210, 231220, 231603, 231710]",29475.71,1.34,25.91,0.0,7.15,0.0,0.18,1.32,64.1
819,379,2021,"[222600, 231210, 231220, 231603, 231710]",32216.57,1.76,26.99,0.0,6.83,0.0,0.22,1.32,62.89
820,379,2022,"[222600, 231210, 231220, 231603, 231710]",33491.31,2.07,19.99,0.0,10.65,0.0,0.3,2.71,64.28
821,391,2017,"[236204, 236400, 703100]",53604.38,7.98,79.04,0.0,0.6,0.78,2.49,0.0,9.12
822,391,2018,"[236204, 236400, 703100]",64626.96,7.24,79.53,0.22,0.94,0.0,1.84,0.36,9.87
823,391,2019,"[236204, 236400, 703100]",66349.18,9.46,82.15,0.3,1.75,0.0,2.87,0.66,2.82
824,391,2020,"[236001, 236102, 236204, 236205, 236206, 236400, 703100]",89906.86,9.28,78.27,0.66,2.04,0.0,0.32,1.76,7.67
825,391,2021,"[236001, 236102, 236204, 236205, 236206, 236400, 703100]",93051.61,9.82,77.64,0.73,2.88,0.0,0.0,1.78,7.15
826,391,2022,"[236001, 236102, 236204, 236205, 236206, 236400, 703100]",103470.22,9.14,71.29,0.46,2.68,0.0,0.0,4.56,11.88
827,392,2017,"[234501, 234502, 234600, 703200]",32145.42,3.02,55.9,0.0,0.3,0.0,1.55,1.93,37.31
828,392,2018,"[234501, 234502, 234600, 703200]",35700.72,3.78,57.1,0.0,0.64,0.0,0.65,2.21,35.61
829,392,2019,"[234501, 234502, 234600, 703200]",45735.71,3.9,57.24,0.0,1.04,0.0,0.54,1.86,35.42
830,392,2020,"[232402, 234001, 234002, 234301, 234302, 234501, 234502, 234600, 703200]",54955.47,4.42,58.97,0.0,1.45,0.0,1.12,2.82,31.22
831,392,2021,"[232402, 234001, 234002, 234301, 234302, 234501, 234502, 234600, 703200]",61378.03,4.51,59.24,0.0,1.89,0.0,0.45,1.4,32.51
832,392,2022,"[232402, 234001, 234002, 234301, 234302, 234501, 234502, 234600, 703200]",67002.48,5.03,60.48,0.0,2.4,0.0,0.36,2.08,29.65
833,393,2017,"[234200, 234502, 703200]",62042.9,7.0,76.53,0.0,6.52,0.37,0.43,3.55,5.6
834,393,2018,"[234200, 234502, 703200]",65454.16,9.86,69.79,0.0,7.15,0.33,0.46,3.18,9.23
835,393,2019,"[234200, 234502, 703200]",77229.59,11.79,70.26,0.0,7.42,0.4,0.03,3.32,6.78
836,393,2020,"[234001, 234200, 234301, 234302, 234502, 236101, 236102, 703200]",55352.31,6.1,73.97,0.0,5.13,0.0,0.0,4.06,10.74
837,393,2021,"[234001, 234200, 234301, 234302, 234502, 236101, 236102, 703200]",56436.16,6.57,81.47,0.0,0.48,0.0,0.0,2.26,9.21
838,393,2022,"[234001, 234200, 234301, 234302, 234502, 236101, 236102, 703200]",43519.47,6.24,83.58,0.52,0.02,0.17,0.0,3.13,6.33
839,394,2017,[231500],47596.0,0.42,37.13,0.0,2.15,0.0,0.42,1.97,57.91
840,394,2018,[231500],46472.0,0.2,36.78,0.0,3.24,0.0,0.69,1.53,57.57
841,394,2019,[231500],48912.0,0.7,32.02,0.0,4.45,0.0,0.2,1.26,61.36
842,394,2020,"[231500, 234001, 234002, 234302]",61866.49,5.7,51.4,0.0,0.37,0.0,0.0,1.34,41.2
843,394,2021,"[231500, 234001, 234002, 234302]",58443.56,5.81,52.82,0.0,0.35,0.0,0.93,1.03,39.06
844,394,2022,"[231500, 234001, 234002, 234302]",65199.3,6.2,53.84,0.0,0.92,0.0,1.05,1.87,36.12
845,395,2017,"[231400, 231500]",47595.17,0.42,37.12,0.0,2.15,0.0,0.42,1.97,57.91
846,395,2018,"[231400, 231500]",46471.2,0.2,36.78,0.0,3.24,0.0,0.69,1.53,57.57
847,395,2019,"[231400, 231500]",48911.29,0.7,32.02,0.0,4.45,0.0,0.2,1.26,61.36
848,395,2020,"[231302, 231400, 231500, 231601, 234002]",52954.0,0.61,32.0,0.0,5.05,0.0,0.19,1.31,60.83
849,395,2021,"[231302, 231400, 231500, 231601, 234002]",62599.73,0.64,31.45,0.0,5.95,0.0,0.16,0.85,60.95
850,395,2022,"[231302, 231400, 231500, 231601, 234002]",77069.16,0.88,31.81,0.0,8.05,0.0,2.96,0.64,55.65
851,396,2017,"[231220, 231710, 231720]",26176.96,0.49,11.59,0.0,0.05,0.0,2.1,0.0,85.76
852,396,2018,"[231220, 231710, 231720]",31098.61,0.43,11.31,0.23,0.05,0.0,1.74,0.0,86.23
853,396,2019,"[231220, 231710, 231720]",26449.24,0.63,15.42,0.17,0.0,0.0,1.63,0.0,82.15
854,396,2020,"[231220, 231603, 231710, 231720]",32305.13,0.68,10.39,0.24,0.05,0.0,1.28,0.0,87.36
855,396,2021,"[231220, 231603, 231710, 231720]",36113.5,0.46,14.8,0.17,0.05,0.0,0.94,0.0,83.58
856,396,2022,"[231220, 231603, 231710, 231720]",44342.49,0.72,12.76,0.14,0.22,0.0,0.0,0.0,86.16
857,397,2017,"[231210, 231220, 231500, 231710]",26926.32,2.18,16.93,0.37,1.85,0.0,0.96,0.76,76.95
858,397,2018,"[231210, 231220, 231500, 231710]",28367.82,2.61,18.74,0.32,2.51,0.0,0.6,0.56,74.64
859,397,2019,"[231210, 231220, 231500, 231710]",30284.66,1.57,16.9,0.3,2.88,0.0,0.53,0.78,77.04
860,397,2020,"[231210, 231220, 231302, 231500, 231601, 231602, 231603, 231710]",49277.03,3.38,25.58,0.0,0.87,0.0,1.44,1.42,67.3
861,397,2021,"[231210, 231220, 231302, 231500, 231601, 231602, 231603, 231710]",59769.58,3.33,20.84,0.0,0.8,0.0,0.7,2.37,71.96
862,397,2022,"[231210, 231220, 231302, 231500, 231601, 231602, 231603, 231710]",68358.1,3.05,19.45,0.07,0.76,0.0,1.05,3.34,72.28
863,398,2017,"[231100, 231220, 231710, 231720]",29912.34,1.87,18.52,0.0,2.2,0.0,0.34,0.36,76.72
864,398,2018,"[231100, 231220, 231710, 231720]",34426.49,1.28,18.55,0.0,1.48,0.0,0.53,0.3,77.86
865,398,2019,"[231100, 231220, 231710, 231720]",36513.08,2.13,16.36,0.0,1.91,0.0,0.37,1.11,78.12
866,398,2020,"[231100, 231220, 231710, 231720]",45804.83,1.53,11.66,0.0,1.62,0.0,0.0,1.0,84.19
867,398,2021,"[231100, 231220, 231710, 231720]",47287.92,1.6,7.64,0.0,2.48,0.0,0.0,1.06,87.22
868,398,2022,"[231100, 231220, 231710, 231720]",46994.86,1.94,5.01,0.0,2.16,0.0,0.0,1.03,89.87
869,399,2017,"[231100, 231720]",29906.48,1.88,18.56,0.0,2.2,0.0,0.34,0.36,76.67
870,399,2018,"[231100, 231720]",34416.39,1.3,18.56,0.0,1.48,0.0,0.52,0.31,77.84
871,399,2019,"[231100, 231720]",36509.05,2.15,16.36,0.0,1.91,0.0,0.36,1.12,78.11
872,399,2020,"[231100, 231720]",45778.18,1.56,11.66,0.0,1.61,0.0,0.0,1.0,84.17
873,399,2021,"[231100, 231720]",47273.86,1.63,7.64,0.0,2.47,0.0,0.0,1.06,87.21
874,399,2022,"[231100, 231720]",46993.09,1.97,5.02,0.0,2.15,0.0,0.0,1.03,89.83
875,401,2017,"[199300, 199400]",40447.67,4.67,1.61,0.0,17.13,0.36,0.0,1.16,75.06
876,401,2018,"[199300, 199400]",47116.72,4.2,4.22,0.0,19.67,0.0,0.0,2.9,69.01
877,401,2019,"[199300, 199400]",44807.33,3.97,4.4,0.0,19.03,0.0,0.0,2.22,70.38
878,401,2020,"[185101, 199002, 199300, 199400]",49696.68,4.07,4.02,0.0,24.6,0.0,0.0,1.58,65.72
879,401,2021,"[185101, 199002, 199300, 199400]",52510.1,5.06,4.2,0.0,24.09,0.0,0.0,1.19,65.46
880,401,2022,"[185101, 199002, 199300, 199400]",56201.33,6.03,5.36,0.0,28.76,0.0,0.0,1.12,58.72
881,402,2017,"[183702, 199110, 199202, 199300, 199400, 201301, 201302]",56769.35,28.72,1.28,0.41,11.53,0.44,0.0,0.53,57.08
882,402,2018,"[183702, 199110, 199202, 199300, 199400, 201301, 201302]",65053.15,26.63,1.13,0.4,12.4,0.32,0.0,0.73,58.39
883,402,2019,"[183702, 199110, 199202, 199300, 199400, 201301, 201302]",80757.22,25.58,1.42,0.49,12.3,0.0,0.0,0.7,59.5
884,402,2020,"[183702, 199110, 199202, 199300, 199400, 201301, 201302]",101296.69,20.02,1.05,1.03,20.12,0.0,0.0,0.55,57.23
885,402,2021,"[183702, 199110, 199202, 199300, 199400, 201301, 201302]",115119.71,17.74,1.37,0.6,20.78,0.0,0.0,1.61,57.91
886,402,2022,"[183702, 199110, 199202, 199300, 199400, 201301, 201302]",99147.72,19.38,1.34,0.6,21.96,0.0,0.0,3.43,53.28
887,403,2017,"[183701, 183702, 183820, 199300, 199400]",56420.48,28.19,1.43,0.41,11.74,0.43,0.0,0.71,57.09
888,403,2018,"[183701, 183702, 183820, 199300, 199400]",64584.84,26.24,1.31,0.39,12.47,0.31,0.0,0.89,58.38
889,403,2019,"[183701, 183702, 183820, 199300, 199400]",79807.65,25.31,1.58,0.48,12.29,0.0,0.0,0.89,59.45
890,403,2020,"[183701, 183702, 183820, 185101, 199300, 199400]",100380.8,20.25,1.18,0.99,19.89,0.0,0.0,0.89,56.79
891,403,2021,"[183701, 183702, 183820, 185101, 199300, 199400]",113865.17,18.26,1.46,0.57,20.48,0.0,0.0,1.84,57.39
892,403,2022,"[183701, 183702, 183820, 185101, 199300, 199400]",98746.16,19.57,1.34,0.57,21.73,0.0,0.0,3.55,53.24
893,404,2017,"[183103, 183701, 183702, 199300, 201302, 480702]",52236.51,14.0,5.43,0.0,18.8,0.01,0.03,5.6,56.13
894,404,2018,"[183103, 183701, 183702, 199300, 201302, 480702]",55597.83,16.05,5.27,0.0,14.47,0.01,0.02,4.82,59.36
895,404,2019,"[183103, 183701, 183702, 199300, 201302, 480702]",63625.47,17.78,5.47,0.01,12.89,0.0,0.02,5.36,58.47
896,404,2020,"[183103, 183701, 183702, 199300, 201302, 480702]",87395.12,24.92,3.37,0.0,13.98,0.0,0.01,10.41,47.3
897,404,2021,"[183103, 183701, 183702, 199300, 201302, 480702]",98190.22,32.53,2.5,0.0,15.91,0.0,0.0,8.03,41.02
898,404,2022,"[183103, 183701, 183702, 199300, 201302, 480702]",108703.63,24.6,1.9,0.0,17.91,0.0,0.0,7.05,48.52
899,405,2017,"[183103, 183701, 183702, 480702]",56512.75,11.66,2.1,0.0,13.29,0.0,0.44,1.87,70.63
900,405,2018,"[183103, 183701, 183702, 480702]",62235.64,12.47,5.62,1.75,10.61,0.0,0.36,2.33,66.85
901,405,2019,"[183103, 183701, 183702, 480702]",64905.2,14.01,6.08,1.72,10.3,0.0,0.41,2.41,65.05
902,405,2020,"[183103, 183701, 183702, 480602, 480702]",73043.37,24.23,5.05,1.38,8.02,0.0,0.93,4.71,55.69
903,405,2021,"[183103, 183701, 183702, 480602, 480702]",84715.46,23.73,5.07,1.5,8.9,0.0,0.99,5.31,54.51
904,405,2022,"[183103, 183701, 183702, 480602, 480702]",86725.5,21.74,4.59,1.56,10.48,0.0,0.63,5.59,55.41
905,406,2017,"[183702, 199300, 201110, 201301, 201302, 480702]",74572.45,18.86,10.1,0.0,38.32,0.0,1.98,3.37,27.37
906,406,2018,"[183702, 199300, 201110, 201301, 201302, 480702]",79933.43,20.21,5.99,0.0,40.66,0.0,1.86,4.41,26.87
907,406,2019,"[183702, 199300, 201110, 201301, 201302, 480702]",91178.03,20.95,5.53,0.0,41.97,0.0,1.79,3.5,26.26
908,406,2020,"[183702, 199300, 201110, 201301, 201302, 480702]",102602.98,18.04,7.66,0.0,47.52,0.0,0.85,5.52,20.41
909,406,2021,"[183702, 199300, 201110, 201301, 201302, 480702]",105346.99,19.42,4.66,0.0,47.14,0.0,0.93,5.16,22.71
910,406,2022,"[183702, 199300, 201110, 201301, 201302, 480702]",110665.95,19.55,7.29,0.0,44.25,0.0,0.42,7.72,20.78
911,407,2017,"[199110, 199300, 201200, 201301, 201302, 201401]",43074.99,4.7,0.3,0.01,10.75,0.0,0.0,0.01,84.23
912,407,2018,"[199110, 199300, 201200, 201301, 201302, 201401]",46335.52,4.65,0.21,0.0,11.37,0.0,0.08,0.01,83.68
913,407,2019,"[199110, 199300, 201200, 201301, 201302, 201401]",60003.74,5.06,2.27,0.01,15.8,0.0,0.07,0.01,76.78
914,407,2020,"[199110, 199300, 201200, 201301, 201302, 201401]",66712.75,3.6,1.76,0.01,15.39,0.0,0.07,0.02,79.16
915,407,2021,"[199110, 199300, 201200, 201301, 201302, 201401]",80301.21,6.78,2.49,0.08,20.93,0.0,0.17,0.02,69.54
916,407,2022,"[199110, 199300, 201200, 201301, 201302, 201401]",87572.87,7.9,6.5,0.12,23.49,0.0,0.17,0.03,61.8
917,408,2017,"[201110, 201200, 201301, 201401, 201501, 201503]",41293.83,5.41,0.01,0.01,7.09,0.0,0.0,0.01,87.47
918,408,2018,"[201110, 201200, 201301, 201401, 201501, 201503]",44321.25,5.76,0.01,0.01,10.89,0.0,0.0,0.23,83.1
919,408,2019,"[201110, 201200, 201301, 201401, 201501, 201503]",47063.46,7.14,0.02,0.02,10.72,0.0,0.0,0.66,81.44
920,408,2020,"[201110, 201200, 201301, 201401, 201501, 201503]",49556.92,9.23,0.02,0.01,11.28,0.0,0.0,0.6,78.87
921,408,2021,"[201110, 201200, 201301, 201401, 201501, 201503]",55904.3,10.22,0.01,0.0,10.32,0.0,0.18,0.65,78.62
922,408,2022,"[201110, 201200, 201301, 201401, 201501, 201503]",80672.06,9.11,0.02,0.0,9.85,0.0,0.18,0.67,80.16
923,409,2017,"[201110, 201120, 201501, 480702, 480803, 480804]",44457.86,6.65,1.42,0.01,7.39,0.0,0.0,0.28,84.25
924,409,2018,"[201110, 201120, 201501, 480702, 480803, 480804]",51091.91,8.19,1.56,0.0,9.01,0.0,0.15,0.99,80.09
925,409,2019,"[201110, 201120, 201501, 480702, 480803, 480804]",68227.54,9.05,1.2,0.0,8.61,0.0,0.19,1.23,79.72
926,409,2020,"[201110, 201120, 201501, 480702, 480803, 480804]",76527.94,8.8,1.93,0.0,9.91,0.0,0.6,1.11,77.64
927,409,2021,"[201110, 201120, 201501, 480702, 480803, 480804]",75196.42,9.09,1.29,0.39,7.45,0.0,0.56,1.3,79.94
928,409,2022,"[201110, 201120, 201501, 480702, 480803, 480804]",86530.13,10.48,2.9,0.25,8.11,0.0,0.47,1.53,76.24
929,411,2017,"[199700, 206010, 980010]",14414.48,29.09,2.15,0.0,20.22,0.05,0.0,0.04,48.45
930,411,2018,"[199700, 206010]",36484.6,15.52,1.01,0.0,13.61,0.6,0.16,0.3,68.8
931,411,2019,"[199700, 206010, 980010]",21698.68,24.42,1.01,0.0,36.4,0.06,0.02,0.06,38.02
932,411,2020,"[199002, 199700, 206010, 980010]",62177.78,15.53,2.1,0.0,23.51,0.01,0.0,0.76,58.1
933,411,2021,"[199002, 199700, 206010, 980010]",63923.42,16.84,1.98,0.0,22.84,0.01,0.0,0.87,57.47
934,411,2022,"[199002, 199700, 206010]",67266.16,18.08,1.69,0.0,26.7,0.0,0.0,0.84,52.69
935,412,2017,"[199201, 199400, 199700]",38007.33,6.75,0.87,0.0,21.11,0.27,0.53,0.44,70.04
936,412,2018,"[199201, 199400, 199700]",38463.96,7.17,1.5,0.0,20.79,0.21,0.05,0.89,69.38
937,412,2019,"[199201, 199400, 199700]",39950.21,7.74,1.44,0.0,21.88,0.2,0.07,0.79,67.89
938,412,2020,"[199001, 199002, 199201, 199400, 199700, 199802]",58410.41,11.2,1.4,0.0,28.32,0.0,0.0,0.51,58.58
939,412,2021,"[199001, 199002, 199201, 199400, 199700, 199802]",54563.89,11.79,1.32,0.0,28.8,0.0,0.0,0.56,57.53
940,412,2022,"[199001, 199002, 199201, 199400, 199700, 199802]",62185.73,11.96,1.12,0.0,31.96,0.0,0.0,0.65,54.31
941,413,2017,"[199201, 199300, 199400]",40425.51,4.64,1.61,0.0,17.14,0.36,0.0,1.16,75.08
942,413,2018,"[199201, 199300, 199400]",47092.19,4.17,4.22,0.0,19.68,0.0,0.0,2.9,69.03
943,413,2019,"[199201, 199300, 199400]",44758.69,3.94,4.4,0.0,19.04,0.0,0.0,2.22,70.4
944,413,2020,"[199002, 199201, 199300, 199400]",49645.06,4.07,4.02,0.0,24.61,0.0,0.0,1.58,65.72
945,413,2021,"[199002, 199201, 199300, 199400]",52442.16,5.06,4.2,0.0,24.09,0.0,0.0,1.19,65.46
946,413,2022,"[199002, 199201, 199300, 199400]",56159.8,6.02,5.36,0.0,28.77,0.0,0.0,1.12,58.72
947,414,2017,"[199201, 199202, 199300, 199400]",56857.5,27.77,1.23,0.39,11.54,0.42,0.0,0.65,58.0
948,414,2018,"[199201, 199202, 199300, 199400]",64795.96,25.65,1.12,0.38,12.35,0.3,0.0,0.8,59.4
949,414,2019,"[199201, 199202, 199300, 199400]",80160.14,24.88,1.38,0.46,12.22,0.0,0.0,0.77,60.3
950,414,2020,"[199201, 199202, 199300, 199400]",98667.5,20.23,1.06,0.98,19.57,0.0,0.0,0.65,57.53
951,414,2021,"[199201, 199202, 199300, 199400]",112442.85,18.01,1.35,0.56,20.2,0.0,0.0,1.58,58.31
952,414,2022,"[199201, 199202, 199300, 199400]",98643.69,19.67,1.21,0.57,21.25,0.0,0.0,3.31,54.0
953,415,2017,"[199201, 199202, 199300, 199400]",39112.23,1.14,0.0,0.0,30.97,0.0,1.36,0.01,66.52
954,415,2018,"[199201, 199202, 199300, 199400]",34367.48,1.85,0.01,0.0,28.24,0.0,0.0,0.01,69.89
955,415,2019,"[199201, 199202, 199300, 199400]",34499.3,1.73,0.01,0.0,29.88,0.0,0.0,0.01,68.38
956,415,2020,"[199001, 199201, 199202, 199300, 199400, 199802]",51277.8,1.59,0.01,0.0,37.23,0.0,0.0,0.01,61.16
957,415,2021,"[199001, 199201, 199202, 199300, 199400, 199802]",54465.06,2.44,0.01,0.0,31.89,0.0,0.0,0.25,65.41
958,415,2022,"[199001, 199201, 199202, 199300, 199400, 199802]",54922.55,2.78,0.6,0.0,34.91,0.0,0.0,0.32,61.4
959,416,2017,"[199110, 199120, 199201, 199202, 199300]",54677.94,9.51,0.31,0.0,11.54,0.0,0.0,2.13,76.52
960,416,2018,"[199110, 199120, 199201, 199202, 199300]",56864.77,7.46,0.73,0.0,11.43,0.0,0.0,1.67,78.71
961,416,2019,"[199110, 199120, 199201, 199202, 199300]",67232.17,10.68,1.01,0.0,11.96,0.0,0.0,1.42,74.92
962,416,2020,"[199110, 199120, 199201, 199202, 199300]",55829.81,18.94,1.41,0.0,11.15,0.0,0.0,1.89,66.61
963,416,2021,"[199110, 199120, 199201, 199202, 199300]",68899.98,19.03,1.25,0.0,12.7,0.0,0.0,0.86,66.17
964,416,2022,"[199110, 199120, 199201, 199202, 199300]",89339.84,20.75,0.73,0.0,12.24,0.0,0.0,0.93,65.35
965,417,2017,"[199110, 199120, 199202, 199300, 201301, 201401]",56189.89,5.94,2.02,0.61,3.15,0.0,0.0,0.0,88.28
966,417,2018,"[199110, 199120, 199202, 199300, 201301, 201401]",60358.37,6.39,0.64,0.49,3.71,0.0,0.0,0.23,88.53
967,417,2019,"[199110, 199120, 199202, 199300, 201301, 201401]",59367.73,6.21,0.38,0.0,4.81,0.0,0.0,0.19,88.41
968,417,2020,"[199110, 199120, 199202, 199300, 201301, 201401]",62790.74,4.15,0.33,0.0,3.66,0.0,0.0,0.75,91.1
969,417,2021,"[199110, 199120, 199202, 199300, 201301, 201401]",78013.95,6.06,0.4,0.0,3.59,0.0,0.0,1.83,88.11
970,417,2022,"[199110, 199120, 199202, 199300, 201301, 201401]",73740.17,6.74,0.22,0.0,5.8,0.0,0.2,2.32,84.71
971,418,2017,"[201110, 201200, 201301, 201302, 201501, 480702]",50625.87,7.69,0.34,0.0,9.66,0.0,0.0,0.0,82.3
972,418,2018,"[201110, 201200, 201301, 201302, 201501, 480702]",56505.84,8.99,0.9,0.0,13.1,0.0,0.0,0.0,77.01
973,418,2019,"[201110, 201200, 201301, 201302, 201501, 480702]",67054.69,10.81,0.65,0.0,12.53,0.0,0.0,0.0,76.01
974,418,2020,"[201110, 201200, 201301, 201302, 201501, 480702]",65011.92,11.03,3.04,0.0,15.02,0.0,0.0,0.0,70.91
975,418,2021,"[201110, 201200, 201301, 201302, 201501, 480702]",93959.98,11.62,2.7,0.0,11.89,0.0,0.0,0.22,73.57
976,418,2022,"[201110, 201200, 201301, 201302, 201501, 480702]",91317.49,12.47,2.51,0.0,10.51,0.0,0.0,0.21,74.3
977,421,2017,"[199700, 199900, 203500, 206010]",34973.58,14.84,1.26,0.0,13.07,0.5,0.0,0.35,69.99
978,421,2018,"[199700, 199900, 203500, 206010]",36451.8,15.6,1.02,0.0,13.24,0.61,0.16,0.29,69.08
979,421,2019,"[199700, 199900, 203500, 206010]",42609.34,17.6,0.69,0.0,15.06,0.58,0.19,0.52,65.34
980,421,2020,"[199002, 199700, 199801, 199802, 199900, 203500, 206010]",38905.64,13.32,3.72,0.0,14.24,0.0,0.36,0.43,67.93
981,421,2021,"[199002, 199700, 199801, 199802, 199900, 203500, 206010]",39701.76,13.28,4.38,0.0,15.37,0.0,0.81,3.11,63.05
982,421,2022,"[199002, 199700, 199801, 199802, 199900, 203500, 206010]",50607.27,12.42,4.18,0.0,16.54,0.0,1.15,2.6,63.1
983,422,2017,"[199120, 199201, 199202, 199700]",35372.63,9.15,0.59,0.0,17.57,0.22,0.05,0.5,71.92
984,422,2018,"[199120, 199201, 199202, 199700]",38081.39,9.06,0.83,0.0,17.09,0.27,0.07,0.51,72.15
985,422,2019,"[199120, 199201, 199202, 199700]",43188.88,10.25,1.32,0.0,17.11,0.26,0.09,0.99,69.98
986,422,2020,"[199120, 199201, 199202, 199700, 199801, 199802]",41717.81,1.34,0.27,0.0,41.15,0.0,0.0,0.0,57.25
987,422,2021,"[199120, 199201, 199202, 199700, 199801, 199802]",50718.7,2.01,0.23,1.49,43.1,0.0,0.0,0.0,53.17
988,422,2022,"[199120, 199201, 199202, 199700, 199801, 199802]",59173.4,2.47,0.24,1.48,36.84,1.34,0.0,0.27,57.34
989,423,2017,"[199120, 199700, 199900, 203300, 203500]",33420.81,2.15,1.54,0.0,12.25,0.0,0.0,0.75,83.31
990,423,2018,"[199120, 199700, 199900, 203300, 203500]",36413.25,2.01,1.42,0.0,15.11,0.0,0.0,0.0,81.46
991,423,2019,"[199120, 199700, 199900, 203300, 203500]",39204.25,1.93,1.57,0.0,14.16,0.0,0.0,0.0,82.34
992,423,2020,"[199120, 199700, 199801, 199900, 203300, 203500]",37265.49,1.57,0.28,0.0,16.31,0.0,0.0,0.0,81.84
993,423,2021,"[199120, 199700, 199801, 199900, 203300, 203500]",38159.4,1.59,0.03,0.0,16.68,0.0,0.0,0.0,81.7
994,423,2022,"[199120, 199700, 199801, 199900, 203300, 203500]",49616.48,1.78,0.02,0.0,14.75,0.0,0.47,0.0,82.97
995,424,2017,"[199110, 199120, 199202, 199900, 201401, 201402, 203100, 203300]",31012.59,3.68,0.03,0.0,22.55,0.0,0.01,0.35,73.38
996,424,2018,"[199110, 199120, 199202, 199900, 201401, 201402, 203100, 203300]",35865.59,3.07,0.76,0.0,21.54,0.0,0.01,0.54,74.08
997,424,2019,"[199110, 199120, 199202, 199900, 201401, 201402, 203100, 203300]",39052.16,3.02,2.21,0.0,19.34,0.0,0.0,1.49,73.93
998,424,2020,"[199110, 199120, 199202, 199802, 199900, 201401, 201402, 203100, 203300]",33880.28,3.26,3.24,0.0,22.42,0.0,0.0,0.14,70.94
999,424,2021,"[199110, 199120, 199202, 199802, 199900, 201401, 201402, 203100, 203300]",40921.05,3.02,3.55,0.0,24.72,0.0,0.0,0.37,68.34
1000,424,2022,"[199110, 199120, 199202, 199802, 199900, 201401, 201402, 203100, 203300]",46772.9,4.63,4.05,0.0,23.24,0.0,0.0,0.48,67.6
1001,426,2017,"[201401, 201501, 201503, 201504]",35664.17,3.87,0.99,0.0,5.16,0.0,0.0,0.12,89.85
1002,426,2018,"[201401, 201501, 201503, 201504]",40255.75,3.53,0.96,0.0,5.4,0.0,0.0,0.01,90.1
1003,426,2019,"[201401, 201501, 201503, 201504]",51439.68,5.3,1.07,0.01,7.17,0.0,0.0,0.01,86.45
1004,426,2020,"[201401, 201501, 201503, 201504]",50367.75,5.09,1.08,0.0,6.14,0.0,0.0,0.01,87.69
1005,426,2021,"[201401, 201501, 201503, 201504]",55756.64,4.6,0.32,0.0,6.98,0.0,0.0,0.01,88.1
1006,426,2022,"[201401, 201501, 201503, 201504]",60415.75,5.19,0.43,0.0,5.72,0.0,0.18,0.01,88.47
1007,427,2017,"[199110, 199120, 201200, 201301, 201401, 201402, 201503, 201504, 201601]",47631.5,7.66,0.21,2.62,7.29,0.0,0.0,1.03,81.2
1008,427,2018,"[199110, 199120, 201200, 201301, 201401, 201402, 201503, 201504, 201601]",43685.03,6.83,0.77,2.24,6.43,0.0,0.0,1.62,82.12
1009,427,2019,"[199110, 199120, 201200, 201301, 201401, 201402, 201503, 201504, 201601]",51208.86,6.92,1.0,3.23,10.02,0.0,0.0,3.17,75.65
1010,427,2020,"[199110, 199120, 201200, 201301, 201401, 201402, 201503, 201504, 201601]",53046.16,7.97,0.77,2.47,7.73,0.0,0.0,3.15,77.91
1011,427,2021,"[199110, 199120, 201200, 201301, 201401, 201402, 201503, 201504, 201601]",56903.33,7.34,1.34,0.11,7.03,0.0,0.0,3.45,80.73
1012,427,2022,"[199110, 199120, 201200, 201301, 201401, 201402, 201503, 201504, 201601]",67417.5,8.33,1.29,0.11,8.1,0.0,0.0,2.98,79.19
1013,428,2017,"[201401, 201501, 201503, 201504, 201601, 201602]",48927.45,7.61,0.52,0.0,5.6,0.0,0.0,3.24,83.03
1014,428,2018,"[201401, 201501, 201503, 201504, 201601, 201602]",51939.94,11.66,0.8,0.0,6.79,0.0,0.0,3.56,77.2
1015,428,2019,"[201401, 201501, 201503, 201504, 201601, 201602]",53754.65,10.49,1.0,0.0,5.44,0.0,0.0,3.64,79.42
1016,428,2020,"[201401, 201501, 201503, 201504, 201601, 201602]",59175.7,7.43,0.0,0.0,12.82,0.0,0.0,3.53,76.22
1017,428,2021,"[201401, 201501, 201503, 201504, 201601, 201602]",71049.99,8.53,0.0,0.0,10.63,0.0,0.0,2.03,78.81
1018,428,2022,"[201401, 201501, 201503, 201504, 201601, 201602]",73912.43,6.43,0.0,0.0,9.66,0.0,0.0,0.0,83.9
1019,429,2017,"[201501, 201503, 201504, 201602, 480803]",44760.29,7.12,0.26,0.3,6.98,0.0,0.0,0.14,85.19
1020,429,2018,"[201501, 201503, 201504, 201602, 480803]",53992.08,9.03,0.43,0.0,7.08,0.0,0.28,0.15,83.03
